time, S0, S1, S2, S3, S4, S5, S6, S7,0:0:45:244
635, 1.44, 1.42, 3.53, 2.29, 0.26, 0.58, 2.07, 1.04
637, 1.63, 1.33, 3.54, 2.41, 0.26, 0.59, 2.06, 1.00
639, 1.43, 1.39, 3.36, 2.32, 0.19, 0.57, 2.09, 1.03
641, 1.42, 1.41, 3.29, 2.27, 0.19, 0.62, 2.09, 1.04
644, 1.38, 1.38, 3.24, 2.25, 0.24, 0.66, 2.07, 1.04
646, 1.29, 1.24, 3.23, 2.20, 0.28, 0.63, 2.11, 1.03
648, 1.20, 1.16, 3.17, 2.23, 0.22, 0.63, 2.10, 0.96
650, 1.28, 1.19, 3.08, 2.21, 0.22, 0.65, 2.10, 0.99
652, 1.20, 1.19, 3.09, 2.19, 0.32, 0.56, 2.01, 0.99
654, 1.14, 1.12, 3.06, 2.15, 0.21, 0.65, 2.01, 0.99
657, 1.08, 1.09, 3.05, 2.17, 0.24, 0.63, 2.06, 1.00
659, 1.34, 1.08, 2.87, 2.16, 0.16, 0.69, 1.87, 1.07
661, 1.19, 1.18, 2.84, 2.16, 0.19, 0.57, 1.96, 1.08
663, 1.11, 1.09, 2.77, 2.10, 0.22, 0.62, 1.91, 0.97
665, 1.09, 1.08, 2.67, 2.12, 0.22, 0.65, 1.92, 0.96
668, 0.92, 0.92, 2.71, 2.09, 0.15, 0.67, 1.96, 0.97
670, 0.93, 0.93, 2.73, 2.04, 0.18, 0.55, 1.92, 0.94
672, 0.93, 0.90, 2.74, 2.10, 0.17, 0.59, 1.91, 0.93
674, 0.90, 0.93, 2.68, 2.06, 0.15, 0.57, 1.92, 0.97
676, 0.86, 0.81, 2.66, 2.13, 0.18, 0.60, 1.88, 0.96
679, 0.80, 0.79, 2.62, 2.09, 0.21, 0.62, 1.87, 0.92
681, 1.01, 0.92, 2.52, 1.97, 0.13, 0.55, 1.81, 0.88
683, 0.80, 0.72, 2.39, 1.95, 0.13, 0.54, 1.79, 0.98
685, 0.77, 0.75, 2.36, 1.92, 0.17, 0.58, 1.84, 0.92
687, 0.73, 0.72, 2.29, 1.85, 0.13, 0.64, 1.90, 0.85
690, 0.70, 0.69, 2.31, 1.88, 0.25, 0.58, 1.78, 0.89
692, 0.68, 0.69, 2.25, 1.87, 0.20, 0.61, 1.86, 0.83
694, 0.72, 0.71, 2.24, 1.90, 0.10, 0.62, 1.84, 0.88
696, 0.70, 0.67, 2.24, 1.89, 0.22, 0.64, 1.83, 0.91
698, 0.69, 0.66, 2.22, 1.85, 0.19, 0.61, 1.80, 0.92
701, 0.95, 0.67, 2.31, 1.93, 0.19, 0.60, 1.73, 0.89
703, 0.75, 0.69, 2.28, 1.84, 0.11, 0.55, 1.78, 0.89
705, 0.72, 0.69, 2.20, 1.82, 0.17, 0.60, 1.77, 0.87
707, 0.66, 0.62, 2.06, 1.77, 0.15, 0.56, 1.73, 0.82
709, 0.63, 0.60, 2.11, 1.76, 0.18, 0.64, 1.73, 0.83
711, 0.62, 0.60, 2.04, 1.80, 0.24, 0.62, 1.75, 0.85
714, 0.65, 0.58, 2.09, 1.76, 0.24, 0.65, 1.72, 0.91
716, 0.61, 0.58, 2.08, 1.75, 0.18, 0.57, 1.68, 0.91
718, 0.62, 0.59, 1.99, 1.74, 0.24, 0.57, 1.73, 0.82
720, 0.58, 0.60, 1.95, 1.78, 0.15, 0.60, 1.71, 0.77
723, 0.78, 0.66, 2.05, 1.74,  0.03, 0.48, 1.63, 0.73
